run_id,runtime,version,prompt_id,expected,iter,detected,duration_s,raw_file
# runtime=claude version=2.1.239 (Claude Code) N=2 date=20260823-1456 workdir=/private/tmp/claude-501/-Users-luna-Desktop-nonsync-teams-100-thieves-moimyeon-backend/2a6a6fb7-656c-4acb-b38a-4e6e13bebc18/scratchpad/eval3-claude timeout=240s
20260823-1456,claude,2.1.239 (Claude Code),p1,yes,1,yes,33,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/p1-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),p1,yes,2,yes,39,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/p1-2.jsonl
20260823-1456,claude,2.1.239 (Claude Code),p2,yes,1,yes,28,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/p2-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),p2,yes,2,yes,28,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/p2-2.jsonl
20260823-1456,claude,2.1.239 (Claude Code),p3,yes,1,yes,41,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/p3-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),p3,yes,2,yes,36,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/p3-2.jsonl
20260823-1456,claude,2.1.239 (Claude Code),p4,yes,1,yes,39,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/p4-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),p4,yes,2,yes,29,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/p4-2.jsonl
20260823-1456,claude,2.1.239 (Claude Code),p5,yes,1,yes,31,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/p5-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),p5,yes,2,yes,41,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/p5-2.jsonl
20260823-1456,claude,2.1.239 (Claude Code),n1,no,1,no,31,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/n1-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),n1,no,2,no,32,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/n1-2.jsonl
20260823-1456,claude,2.1.239 (Claude Code),n2,no,1,no,37,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/n2-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),n2,no,2,no,32,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/n2-2.jsonl
20260823-1456,claude,2.1.239 (Claude Code),n3,no,1,no,35,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/n3-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),n3,no,2,no,43,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/n3-2.jsonl
20260823-1456,claude,2.1.239 (Claude Code),n4,no,1,no,68,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/n4-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),n4,no,2,no,79,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/n4-2.jsonl
20260823-1456,claude,2.1.239 (Claude Code),n5,no,1,no,30,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/n5-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),n5,no,2,no,27,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/n5-2.jsonl
20260823-1456,claude,2.1.239 (Claude Code),b1,boundary,1,no,29,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/b1-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),b1,boundary,2,no,28,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/b1-2.jsonl
20260823-1456,claude,2.1.239 (Claude Code),b2,boundary,1,no,23,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/b2-1.jsonl
20260823-1456,claude,2.1.239 (Claude Code),b2,boundary,2,no,23,/Users/luna/Desktop_nonsync/teams/100-thieves/moimyeon-backend/worklog/MOI-474/evals/raw/api-spec-definition-claude-20260823-1456/b2-2.jsonl
